name,x,y,cluster
p4723,0.865,0.504,3
p3959,0.843,0.709,3
p3134,0.824,0.622,3
p4746,0.833,0.593,3
p4726,0.82,0.502,3
p3073,0.833,0.657,3
p3074,0.824,0.678,3
p3176,0.826,0.544,3
p3934,0.809,0.697,3
p3010,0.828,0.543,3
p3895,0.811,0.642,3
p3108,0.826,0.7,3
p3926,0.803,0.699,3
p3043,0.823,0.628,3
p3118,0.795,0.754,3
p3079,0.833,0.68,3
p4731,0.866,0.538,3
p3898,0.821,0.658,3
p3918,0.823,0.69,3
p3153,0.821,0.613,3
p3177,0.822,0.547,3
p4801,0.852,0.675,3
p4795,0.842,0.672,3
p3861,0.837,0.547,3
p3132,0.834,0.679,3
p2990,0.821,0.448,3
p3843,0.847,0.47,3
p3028,0.82,0.6,3
p3982,0.833,0.439,3
p4803,0.837,0.67,3
p4767,0.86,0.65,3
p3924,0.824,0.68,3
p3065,0.818,0.674,3
p3077,0.817,0.687,3
p2996,0.847,0.537,3
p3950,0.803,0.67,3
p2991,0.831,0.493,3
p3051,0.827,0.649,3
p3178,0.816,0.545,3
p3974,0.817,0.51,3
p3961,0.827,0.716,3
p4739,0.839,0.567,3
p4766,0.823,0.652,3
p3847,0.84,0.492,3
p3080,0.831,0.692,3
p3923,0.814,0.695,3
p4719,0.824,0.487,3
p3037,0.853,0.624,3
p3099,0.825,0.696,3
p3973,0.833,0.499,3
p4796,0.836,0.646,3
p4771,0.846,0.633,3
p3096,0.834,0.694,3
p3946,0.824,0.696,3
p4789,0.818,0.669,3
p3866,0.832,0.546,3
p3928,0.827,0.693,3
p3190,0.825,0.497,3
p3922,0.821,0.665,3
p4749,0.837,0.581,3
p3880,0.809,0.616,3
p3048,0.824,0.642,3
p3943,0.82,0.705,3
p4768,0.845,0.623,3
p3199,0.842,0.472,3
p3126,0.795,0.676,3
p4722,0.84,0.478,3
p2981,0.835,0.452,3
p3042,0.844,0.669,3
p3988,0.814,0.456,3
p3092,0.86,0.7,3
p4778,0.826,0.646,3
p3101,0.838,0.684,3
p4786,0.828,0.648,3
p3139,0.81,0.654,3
p3180,0.833,0.568,3
p3004,0.837,0.518,3
p3111,0.837,0.7,3
p3055,0.838,0.692,3
p3125,0.815,0.683,3
p3198,0.814,0.466,3
p2986,0.819,0.482,3
p3015,0.861,0.585,3
p3947,0.807,0.693,3
p3965,0.834,0.686,3
p3128,0.818,0.684,3
p3887,0.816,0.621,3
p4759,0.818,0.631,3
p3975,0.844,0.537,3
p3874,0.839,0.591,3
p3964,0.822,0.711,3
p3133,0.824,0.649,3
p3168,0.82,0.57,3
p3905,0.836,0.612,3
p3175,0.841,0.545,3
p3939,0.811,0.701,3
p3201,0.843,0.484,3
p3890,0.827,0.651,3
p3129,0.833,0.662,3
p3031,0.843,0.607,3
p3181,0.833,0.556,3
p3848,0.831,0.494,3
p4721,0.803,0.503,3
p4787,0.813,0.657,3
p3107,0.792,0.702,3
p3846,0.834,0.516,3
p3117,0.835,0.698,3
p4715,0.865,0.45,3
p3013,0.856,0.54,3
p3172,0.824,0.559,3
p3186,0.819,0.527,3
p4804,0.829,0.646,3
p3839,0.824,0.481,3
p2987,0.85,0.493,3
p3869,0.834,0.543,3
p3868,0.836,0.542,3
p3867,0.823,0.551,3
p3852,0.828,0.509,3
p3229,0.817,0.442,3
p3933,0.828,0.701,3
p4720,0.838,0.501,3
p3962,0.816,0.72,3
p4777,0.853,0.65,3
p3844,0.845,0.478,3
p4788,0.812,0.659,3
p3823,0.809,0.445,3
p3859,0.855,0.505,3
p3124,0.843,0.679,3
p4741,0.843,0.565,3
p4762,0.849,0.631,3
p3182,0.833,0.525,3
p3014,0.828,0.554,3
p2993,0.849,0.485,3
p3185,0.837,0.515,3
p4734,0.825,0.547,3
p3949,0.833,0.705,3
p3138,0.797,0.612,3
p3936,0.825,0.705,3
p4785,0.836,0.634,3
p4761,0.824,0.625,3
p3054,0.83,0.652,3
p3221,0.839,0.476,3
p3033,0.836,0.626,3
p2998,0.847,0.508,3
p4774,0.843,0.65,3
p3006,0.834,0.537,3
p3209,0.822,0.47,3
p3862,0.829,0.519,3
p2994,0.834,0.536,3
p4711,0.823,0.456,3
p3060,0.832,0.636,3
p3857,0.837,0.524,3
p3143,0.826,0.606,3
p4717,0.839,0.484,3
p3089,0.83,0.708,3
p3144,0.813,0.637,3
p3951,0.826,0.708,3
p3046,0.834,0.639,3
p3930,0.816,0.682,3
p3041,0.851,0.627,3
p3025,0.849,0.553,3
p3114,0.818,0.702,3
p3942,0.839,0.665,3
p3120,0.831,0.719,3
p2972,0.857,0.451,3
p2995,0.84,0.462,3
p4716,0.825,0.47,3
p3876,0.827,0.578,3
p4732,0.825,0.516,3
p3969,0.806,0.623,3
p3931,0.821,0.703,3
p3919,0.833,0.701,3
p3187,0.826,0.484,3
p3853,0.83,0.513,3
p3208,0.844,0.455,3
p3978,0.835,0.511,3
p3968,0.813,0.647,3
p3158,0.819,0.616,3
p3224,0.856,0.432,3
p3893,0.827,0.642,3
p3071,0.819,0.687,3
p3087,0.839,0.668,3
p3059,0.847,0.671,3
p3932,0.84,0.71,3
p3189,0.827,0.514,3
p3058,0.84,0.672,3
p4794,0.824,0.635,3
p3908,0.839,0.648,3
p3093,0.83,0.671,3
p3104,0.822,0.697,3
p3130,0.825,0.644,3
p3064,0.816,0.683,3
p4751,0.834,0.616,3
p3161,0.84,0.593,3
p3070,0.828,0.714,3
p4770,0.825,0.667,3
p4772,0.838,0.634,3
p2979,0.824,0.478,3
p3914,0.817,0.657,3
p4781,0.829,0.648,3
p3903,0.806,0.688,3
p3148,0.813,0.613,3
p4737,0.855,0.563,3
p4740,0.833,0.546,3
p3154,0.841,0.619,3
p3115,0.842,0.694,3
p4729,0.829,0.495,3
p3076,0.83,0.688,3
p3194,0.831,0.508,3
p3003,0.848,0.494,3
p3913,0.86,0.657,3
p3916,0.791,0.691,3
p3888,0.847,0.635,3
p3945,0.823,0.681,3
p3159,0.853,0.59,3
p4783,0.83,0.649,3
p3960,0.819,0.686,3
p3135,0.83,0.655,3
p3136,0.833,0.608,3
p3886,0.819,0.57,3
p3836,0.834,0.469,3
p3954,0.823,0.694,3
p3049,0.855,0.654,3
p3219,0.835,0.44,3
p3900,0.826,0.635,3
p3906,0.839,0.646,3
p3937,0.844,0.685,3
p3116,0.829,0.732,3
p3963,0.835,0.708,3
p3131,0.829,0.659,3
p4733,0.855,0.526,3
p4703,0.849,0.432,3
p3022,0.843,0.58,3
p3825,0.82,0.463,3
p3925,0.84,0.662,3
p3024,0.849,0.601,3
p3921,0.83,0.651,3
p3142,0.832,0.647,3
p3098,0.812,0.718,3
p3894,0.844,0.598,3
p3191,0.841,0.519,3
p3832,0.826,0.439,3
p3915,0.819,0.667,3
p4725,0.832,0.518,3
p3121,0.812,0.669,3
p3005,0.861,0.519,3
p3195,0.837,0.48,3
p3018,0.806,0.548,3
p3069,0.825,0.73,3
p4799,0.843,0.673,3
p3834,0.832,0.456,3
p3110,0.816,0.703,3
p2997,0.852,0.536,3
p3035,0.84,0.641,3
p3086,0.818,0.672,3
p3877,0.835,0.59,3
p2970,0.847,0.472,3
p3956,0.822,0.702,3
p3034,0.854,0.602,3
p3892,0.84,0.637,3
p3985,0.831,0.457,3
p3878,0.852,0.585,3
p4797,0.834,0.647,3
p3979,0.829,0.441,3
p4753,0.826,0.6,3
p3007,0.844,0.536,3
p3165,0.819,0.589,3
p3040,0.853,0.614,3
p3865,0.828,0.524,3
p3842,0.837,0.457,3
p2971,0.829,0.456,3
p3157,0.824,0.57,3
p3119,0.845,0.699,3
p3873,0.854,0.553,3
p3821,0.828,0.437,3
p3920,0.804,0.677,3
p4743,0.839,0.617,3
p3860,0.813,0.504,3
p3026,0.843,0.565,3
p3929,0.826,0.69,3
p3072,0.82,0.707,3
p3084,0.819,0.702,3
p3021,0.855,0.582,3
p4802,0.849,0.644,3
p3904,0.804,0.631,3
p4780,0.819,0.638,3
p3008,0.836,0.546,3
p3976,0.838,0.545,3
p3012,0.836,0.518,3
p3038,0.833,0.643,3
p3023,0.853,0.617,3
p3971,0.835,0.665,3
p2999,0.847,0.527,3
p3910,0.818,0.653,3
p4736,0.831,0.547,3
p3147,0.812,0.647,3
p3871,0.853,0.55,3
p3875,0.835,0.586,3
p3899,0.818,0.627,3
p4745,0.834,0.583,3
p3864,0.823,0.547,3
p3909,0.824,0.661,3
p3019,0.823,0.535,3
p3884,0.843,0.601,3
p4769,0.829,0.654,3
p4750,0.863,0.63,3
p3215,0.843,0.464,3
p4700,0.843,0.441,3
p4744,0.849,0.595,3
p3829,0.864,0.458,3
p3094,0.818,0.676,3
p3066,0.821,0.686,3
p4773,0.843,0.659,3
p3966,0.814,0.616,3
p4784,0.854,0.669,3
p3167,0.814,0.604,3
p3213,0.85,0.441,3
p3938,0.82,0.701,3
p3078,0.809,0.687,3
p3935,0.825,0.695,3
p3002,0.829,0.538,3
p3039,0.821,0.644,3
p3057,0.852,0.706,3
p3858,0.829,0.524,3
p3972,0.849,0.481,3
p4754,0.865,0.635,3
p4718,0.855,0.484,3
p4782,0.81,0.633,3
p4793,0.835,0.641,3
p3184,0.83,0.511,3
p3170,0.82,0.533,3
p2992,0.862,0.508,3
p3845,0.837,0.463,3
p3164,0.833,0.591,3
p3109,0.806,0.702,3
p3891,0.828,0.651,3
p3216,0.82,0.451,3
p4758,0.829,0.597,3
p3948,0.838,0.726,3
p3882,0.819,0.613,3
p3207,0.813,0.445,3
p3045,0.824,0.648,3
p3970,0.822,0.6,3
p3083,0.8,0.699,3
p3870,0.851,0.496,3
p3017,0.84,0.553,3
p3958,0.815,0.704,3
p3210,0.846,0.452,3
p3056,0.838,0.672,3
p4730,0.854,0.527,3
p3200,0.824,0.496,3
p3067,0.81,0.689,3
p3163,0.817,0.602,3
p4738,0.826,0.548,3
p3967,0.833,0.629,3
p3082,0.831,0.696,3
p4776,0.836,0.621,3
p2984,0.845,0.462,3
p3105,0.833,0.669,3
p4763,0.834,0.663,3
p3856,0.848,0.518,3
p4712,0.817,0.461,3
p3102,0.817,0.712,3
p3122,0.829,0.672,3
p3030,0.838,0.585,3
p4757,0.834,0.631,3
p4779,0.833,0.643,3
p3075,0.831,0.706,3
p3837,0.84,0.457,3
p3193,0.85,0.487,3
p3151,0.813,0.573,3
p3196,0.821,0.489,3
p3188,0.809,0.528,3
p3095,0.797,0.723,3
p4747,0.846,0.603,3
p4709,0.848,0.45,3
p3044,0.837,0.629,3
p3113,0.808,0.714,3
p2983,0.842,0.437,3
p3127,0.803,0.669,3
p3068,0.839,0.705,3
p3091,0.818,0.719,3
p3166,0.826,0.579,3
p3183,0.846,0.519,3
p3955,0.817,0.721,3
p3036,0.872,0.618,3
p3112,0.832,0.725,3
p3850,0.814,0.539,3
p4728,0.865,0.517,3
p4256,0.396,0.619,4
p4524,0.368,0.616,4
p4498,0.382,0.587,4
p2647,0.395,0.486,4
p2646,0.394,0.506,4
p2554,0.416,0.643,4
p2660,0.396,0.484,4
p3535,0.413,0.6,4
p2637,0.385,0.491,4
p2667,0.39,0.462,4
p4247,0.41,0.626,4
p2703,0.43,0.427,4
p3606,0.39,0.526,4
p4269,0.386,0.576,4
p4282,0.374,0.48,4
p3538,0.369,0.594,4
p3614,0.388,0.444,4
p4518,0.378,0.623,4
p4273,0.371,0.562,4
p2650,0.405,0.515,4
p4297,0.379,0.435,4
p3527,0.396,0.589,4
p2552,0.376,0.602,4
p2657,0.422,0.468,4
p2564,0.391,0.615,4
p3551,0.398,0.637,4
p2666,0.398,0.498,4
p2642,0.397,0.499,4
p4188,0.368,0.473,4
p3539,0.419,0.623,4
p4248,0.393,0.593,4
p3525,0.369,0.614,4
p4528,0.39,0.61,4
p2561,0.41,0.609,4
p4477,0.368,0.507,4
p4236,0.398,0.598,4
p3499,0.403,0.504,4
p3592,0.389,0.582,4
p2675,0.397,0.455,4
p2676,0.4,0.477,4
p3560,0.39,0.654,4
p3618,0.38,0.459,4
p2530,0.387,0.67,4
p2563,0.374,0.613,4
p4190,0.395,0.474,4
p3562,0.422,0.667,4
p4291,0.4,0.421,4
p3516,0.383,0.574,4
p4181,0.379,0.459,4
p2610,0.397,0.547,4
p4514,0.39,0.597,4
p2629,0.393,0.53,4
p4169,0.388,0.396,4
p4511,0.378,0.616,4
p4232,0.402,0.613,4
p3591,0.364,0.606,4
p2658,0.394,0.502,4
p4174,0.371,0.42,4
p3512,0.404,0.561,4
p4214,0.363,0.536,4
p3524,0.385,0.616,4
p4275,0.361,0.533,4
p2541,0.378,0.643,4
p3495,0.414,0.468,4
p2591,0.409,0.557,4
p3529,0.384,0.609,4
p4163,0.365,0.43,4
p2634,0.392,0.527,4
p4484,0.38,0.538,4
p4471,0.368,0.508,4
p3542,0.387,0.614,4
p4462,0.396,0.436,4
p4463,0.392,0.441,4
p2659,0.382,0.504,4
p4253,0.394,0.608,4
p2586,0.405,0.536,4
p4185,0.389,0.473,4
p4177,0.35,0.448,4
p4171,0.375,0.455,4
p2597,0.384,0.56,4
p2615,0.388,0.53,4
p2692,0.423,0.427,4
p4245,0.421,0.613,4
p3580,0.389,0.652,4
p4162,0.388,0.402,4
p3559,0.372,0.68,4
p2567,0.381,0.566,4
p2625,0.382,0.506,4
p2653,0.382,0.502,4
p2573,0.371,0.597,4
p3530,0.404,0.615,4
p3572,0.397,0.662,4
p2532,0.359,0.635,4
p3590,0.382,0.604,4
p4168,0.384,0.409,4
p2630,0.394,0.483,4
p4284,0.412,0.515,4
p4293,0.401,0.485,4
p2652,0.414,0.531,4
p2677,0.387,0.462,4
p4486,0.384,0.564,4
p4233,0.377,0.582,4
p4296,0.402,0.448,4
p3496,0.383,0.504,4
p2626,0.381,0.496,4
p2689,0.422,0.445,4
p3486,0.396,0.476,4
p3556,0.382,0.669,4
p2701,0.388,0.412,4
p4480,0.371,0.511,4
p2656,0.419,0.48,4
p4487,0.391,0.533,4
p2635,0.408,0.517,4
p3586,0.38,0.652,4
p3588,0.395,0.63,4
p4234,0.406,0.588,4
p2540,0.378,0.603,4
p2572,0.378,0.575,4
p4467,0.414,0.434,4
p2546,0.387,0.655,4
p3575,0.399,0.608,4
p3520,0.39,0.58,4
p4179,0.373,0.455,4
p2621,0.382,0.528,4
p4470,0.376,0.49,4
p2581,0.396,0.595,4
p3596,0.369,0.588,4
p4522,0.387,0.623,4
p2612,0.399,0.531,4
p4201,0.358,0.466,4
p3519,0.402,0.565,4
p3608,0.381,0.529,4
p4184,0.377,0.458,4
p3565,0.394,0.685,4
p2521,0.384,0.653,4
p2562,0.401,0.619,4
p3611,0.382,0.496,4
p4513,0.379,0.614,4
p4186,0.374,0.469,4
p2638,0.415,0.532,4
p2622,0.37,0.53,4
p3546,0.407,0.662,4
p4493,0.367,0.585,4
p4512,0.386,0.627,4
p4265,0.385,0.64,4
p2681,0.395,0.472,4
p3505,0.381,0.546,4
p4510,0.353,0.605,4
p4170,0.388,0.419,4
p2607,0.385,0.526,4
p2709,0.41,0.426,4
p4258,0.36,0.614,4
p2571,0.357,0.56,4
p2664,0.402,0.477,4
p3481,0.416,0.429,4
p2578,0.369,0.578,4
p4220,0.398,0.565,4
p2598,0.374,0.559,4
p2645,0.399,0.503,4
p4530,0.372,0.614,4
p3561,0.402,0.68,4
p3582,0.371,0.632,4
p4217,0.393,0.533,4
p2580,0.371,0.576,4
p3485,0.406,0.459,4
p4538,0.37,0.504,4
p2679,0.403,0.459,4
p2700,0.406,0.415,4
p2649,0.393,0.473,4
p2547,0.4,0.611,4
p4255,0.404,0.641,4
p2694,0.398,0.417,4
p2587,0.38,0.567,4
p3502,0.393,0.512,4
p3508,0.414,0.543,4
p3583,0.359,0.615,4
p3497,0.405,0.524,4
p3500,0.387,0.527,4
p2592,0.375,0.568,4
p3534,0.403,0.581,4
p2596,0.381,0.586,4
p2549,0.396,0.61,4
p4295,0.401,0.402,4
p4496,0.369,0.56,4
p2641,0.387,0.499,4
p2534,0.375,0.631,4
p2538,0.376,0.609,4
p4525,0.418,0.616,4
p3518,0.364,0.583,4
p3475,0.436,0.414,4
p2544,0.37,0.656,4
p2611,0.382,0.535,4
p3564,0.407,0.667,4
p2613,0.398,0.512,4
p3540,0.4,0.644,4
p3547,0.394,0.68,4
p4178,0.379,0.463,4
p2665,0.406,0.478,4
p4192,0.352,0.482,4
p3621,0.433,0.479,4
p4195,0.374,0.517,4
p3599,0.375,0.568,4
p3609,0.379,0.476,4
p4491,0.375,0.59,4
p4466,0.383,0.425,4
p2655,0.397,0.506,4
p4537,0.377,0.526,4
p2524,0.378,0.658,4
p2550,0.37,0.592,4
p4526,0.385,0.613,4
p2604,0.401,0.53,4
p4532,0.377,0.52,4
p4475,0.386,0.507,4
p4204,0.392,0.537,4
p4187,0.384,0.457,4
p4479,0.378,0.515,4
p4209,0.377,0.529,4
p3548,0.392,0.678,4
p3589,0.383,0.614,4
p3477,0.393,0.484,4
p3593,0.38,0.604,4
p4292,0.38,0.435,4
p2533,0.376,0.657,4
p2551,0.378,0.613,4
p2589,0.369,0.546,4
p3622,0.404,0.453,4
p3504,0.398,0.531,4
p4274,0.351,0.499,4
p4286,0.386,0.53,4
p4459,0.395,0.412,4
p3579,0.378,0.637,4
p4213,0.347,0.556,4
p2605,0.393,0.506,4
p4161,0.401,0.419,4
p4231,0.389,0.592,4
p4180,0.357,0.419,4
p4278,0.376,0.534,4
p4281,0.401,0.506,4
p4198,0.375,0.493,4
p3628,0.382,0.414,4
p2542,0.411,0.638,4
p4183,0.355,0.445,4
p4206,0.382,0.538,4
p2661,0.399,0.478,4
p4506,0.382,0.595,4
p2620,0.386,0.554,4
p3555,0.399,0.672,4
p2616,0.393,0.556,4
p4490,0.361,0.536,4
p2584,0.392,0.591,4
p3553,0.381,0.65,4
p4252,0.362,0.655,4
p4277,0.358,0.543,4
p4500,0.381,0.617,4
p2628,0.369,0.51,4
p2682,0.407,0.455,4
p2673,0.387,0.474,4
p4476,0.372,0.506,4
p3493,0.388,0.532,4
p4238,0.391,0.591,4
p4225,0.376,0.554,4
p3482,0.411,0.405,4
p2623,0.398,0.504,4
p2599,0.401,0.539,4
p4516,0.371,0.601,4
p2618,0.388,0.503,4
p2654,0.414,0.486,4
p2671,0.41,0.466,4
p4189,0.365,0.477,4
p2576,0.378,0.572,4
p4469,0.371,0.498,4
p4270,0.373,0.601,4
p3544,0.379,0.615,4
p3601,0.392,0.564,4
p4285,0.39,0.524,4
p4239,0.394,0.557,4
p4497,0.399,0.576,4
p4523,0.358,0.628,4
p2523,0.418,0.661,4
p4541,0.376,0.398,4
p4461,0.385,0.401,4
p4298,0.393,0.398,4
p3515,0.39,0.554,4
p2608,0.381,0.546,4
p3587,0.379,0.65,4
p4287,0.401,0.443,4
p4507,0.394,0.585,4
p3478,0.422,0.456,4
p4196,0.396,0.462,4
p4468,0.415,0.414,4
p3598,0.405,0.598,4
p3610,0.391,0.464,4
p2632,0.407,0.505,4
p2593,0.367,0.559,4
p4545,0.355,0.393,4
p2548,0.376,0.622,4
p4276,0.369,0.488,4
p3479,0.426,0.436,4
p2585,0.386,0.555,4
p2698,0.397,0.404,4
p3595,0.367,0.582,4
p3604,0.389,0.503,4
p2662,0.389,0.515,4
p4227,0.383,0.586,4
p3607,0.359,0.483,4
p3617,0.387,0.445,4
p2609,0.385,0.509,4
p3490,0.398,0.451,4
p3507,0.368,0.539,4
p4502,0.386,0.594,4
p3487,0.422,0.448,4
p4254,0.391,0.635,4
p2566,0.367,0.586,4
p4485,0.377,0.544,4
p3510,0.395,0.522,4
p4260,0.402,0.612,4
p4173,0.385,0.447,4
p4250,0.375,0.649,4
p4223,0.37,0.539,4
p2669,0.397,0.483,4
p2633,0.387,0.529,4
p3480,0.453,0.452,4
p2600,0.345,0.572,4
p4492,0.357,0.547,4
p4483,0.349,0.545,4
p4509,0.376,0.604,4
p4521,0.401,0.622,4
p2683,0.407,0.474,4
p4215,0.363,0.558,4
p4212,0.363,0.546,4
p3537,0.395,0.598,4
p4229,0.381,0.573,4
p4515,0.386,0.59,4
p4542,0.365,0.388,4
p3532,0.414,0.613,4
p4167,0.387,0.415,4
p4224,0.384,0.593,4
p2590,0.373,0.602,4
p2670,0.379,0.471,4
p3577,0.387,0.65,4
p2644,0.401,0.528,4
p2708,0.446,0.42,4
p4264,0.389,0.608,4
p4268,0.385,0.599,4
p4200,0.356,0.456,4
p2680,0.409,0.441,4
p2569,0.423,0.588,4
p4176,0.361,0.471,4
p3549,0.396,0.656,4
p4267,0.374,0.591,4
p4210,0.372,0.548,4
p4489,0.375,0.511,4
p3624,0.413,0.422,4
p3571,0.383,0.64,4
p3619,0.417,0.413,4
p2631,0.392,0.533,4
p3558,0.385,0.655,4
p3567,0.388,0.636,4
p4517,0.363,0.62,4
p4193,0.353,0.512,4
p4222,0.376,0.562,4
p4290,0.375,0.455,4
p3629,0.416,0.414,4
p2648,0.372,0.449,4
p4208,0.373,0.548,4
p4257,0.385,0.618,4
p4263,0.385,0.638,4
p4540,0.398,0.423,4
p3523,0.395,0.581,4
p2558,0.378,0.632,4
p2583,0.368,0.586,4
p2695,0.412,0.429,4
p4207,0.364,0.515,4
p3545,0.39,0.607,4
p3612,0.41,0.479,4
p2553,0.394,0.621,4
p4249,0.37,0.609,4
p4501,0.379,0.581,4
p3473,0.414,0.403,4
p3494,0.407,0.481,4
p3578,0.382,0.673,4
p3533,0.403,0.612,4
p4262,0.383,0.563,4
p4456,0.404,0.402,4
p2528,0.366,0.643,4
p3528,0.388,0.588,4
p2636,0.403,0.51,4
p2522,0.371,0.634,4
p4221,0.36,0.574,4
p2560,0.379,0.62,4
p2526,0.375,0.666,4
p4226,0.384,0.582,4
p4197,0.374,0.471,4
p4235,0.366,0.572,4
p4531,0.392,0.578,4
p2595,0.402,0.581,4
p3569,0.377,0.639,4
p4202,0.392,0.482,4
p3616,0.386,0.448,4
p2527,0.396,0.672,4
p2525,0.377,0.67,4
p4194,0.379,0.479,4
p3597,0.39,0.55,4
p2606,0.374,0.54,4
p4481,0.362,0.517,4
p2601,0.384,0.521,4
p2663,0.4,0.485,4
p4272,0.363,0.56,4
p3484,0.418,0.481,4
p4175,0.386,0.472,4
p3605,0.403,0.523,4
p4199,0.375,0.488,4
p2687,0.395,0.448,4
p3570,0.374,0.669,4
p4242,0.397,0.596,4
p2702,0.415,0.404,4
p4251,0.387,0.632,4
p2545,0.386,0.608,4
p2685,0.42,0.432,4
p4244,0.4,0.608,4
p2691,0.402,0.41,4
p3568,0.392,0.639,4
p4203,0.397,0.507,4
p4472,0.396,0.482,4
p3521,0.368,0.578,4
p2603,0.402,0.565,4
p2668,0.39,0.476,4
p4465,0.376,0.431,4
p2674,0.401,0.474,4
p2619,0.4,0.531,4
p3625,0.408,0.422,4
p4240,0.376,0.61,4
p4259,0.391,0.626,4
p2588,0.385,0.574,4
p2627,0.39,0.532,4
p4536,0.37,0.457,4
p4279,0.4,0.52,4
p4243,0.394,0.639,4
p2574,0.38,0.606,4
p3513,0.38,0.556,4
p4271,0.4,0.623,4
p3574,0.411,0.653,4
p2559,0.382,0.605,4
p4246,0.351,0.597,4
p3531,0.397,0.589,4
p2686,0.42,0.426,4
p4458,0.426,0.414,4
p3488,0.392,0.442,4
p3585,0.395,0.621,4
p4205,0.368,0.532,4
p4211,0.378,0.542,4
p4482,0.391,0.548,4
p2556,0.395,0.585,4
p2688,0.416,0.437,4
p2651,0.393,0.492,4
p3600,0.39,0.563,4
p3483,0.426,0.442,4
p3517,0.395,0.536,4
p4539,0.389,0.394,4
p3522,0.391,0.563,4
p3541,0.395,0.618,4
p4495,0.342,0.519,4
p2639,0.397,0.519,4
p3594,0.36,0.64,4
p2579,0.386,0.571,4
p4534,0.346,0.523,4
p3492,0.391,0.504,4
p2568,0.374,0.58,4
p2617,0.398,0.557,4
p4300,0.383,0.432,4
p2535,0.398,0.623,4
p4520,0.364,0.644,4
p2531,0.387,0.672,4
p2697,0.415,0.405,4
p4505,0.398,0.606,4
p3501,0.404,0.511,4
p4237,0.37,0.584,4
p4182,0.364,0.473,4
p4543,0.381,0.391,4
p4283,0.384,0.528,4
p2570,0.394,0.588,4
p3536,0.412,0.597,4
p2643,0.403,0.523,4
p4544,0.359,0.395,4
p3563,0.382,0.632,4
p4529,0.392,0.643,4
p3602,0.384,0.487,4
p4241,0.359,0.622,4
p4478,0.388,0.503,4
p4280,0.373,0.507,4
p2672,0.407,0.473,4
p4216,0.378,0.522,4
p3635,0.412,0.432,4
p3489,0.411,0.482,4
p3613,0.412,0.473,4
p4219,0.398,0.566,4
p3514,0.4,0.549,4
p4172,0.363,0.44,4
p4527,0.38,0.616,4
p2557,0.374,0.644,4
p3584,0.393,0.62,4
p4519,0.383,0.617,4
p4289,0.397,0.468,4
p4503,0.382,0.586,4
p4474,0.396,0.488,4
p2537,0.39,0.631,4
p3509,0.382,0.542,4
p3550,0.405,0.665,4
p2594,0.4,0.555,4
p4261,0.37,0.639,4
p3626,0.416,0.419,4
p4535,0.357,0.452,4
p3581,0.399,0.625,4
p4266,0.388,0.579,4
p2693,0.407,0.422,4
p3506,0.418,0.545,4
p4508,0.419,0.599,4
p2614,0.378,0.508,4
p3511,0.369,0.591,4
p2555,0.374,0.65,4
p2705,0.409,0.414,4
p2543,0.373,0.662,4
p2678,0.413,0.452,4
p3573,0.383,0.68,4
p3620,0.405,0.416,4
p4494,0.367,0.553,4
p2536,0.379,0.667,4
p4165,0.378,0.409,4
p2582,0.385,0.583,4
p4230,0.373,0.58,4
p3526,0.37,0.587,4
p3557,0.381,0.675,4
p3503,0.392,0.523,4
p3543,0.401,0.632,4
p3603,0.358,0.528,4
p3566,0.414,0.667,4
p2624,0.404,0.504,4
p4473,0.383,0.495,4
p3476,0.433,0.445,4
p4191,0.38,0.455,4
p4464,0.404,0.451,4
p4499,0.379,0.56,4
p4533,0.364,0.498,4
p3576,0.385,0.633,4
p3554,0.381,0.667,4
p2577,0.364,0.573,4
p2565,0.362,0.614,4
p2640,0.396,0.489,4
p4504,0.387,0.593,4
p3615,0.412,0.488,4
p4166,0.361,0.436,4
p4488,0.387,0.535,4
p4218,0.395,0.54,4
p2602,0.387,0.575,4
p3623,0.404,0.435,4
p3491,0.4,0.484,4
p2696,0.399,0.408,4
p3627,0.402,0.414,4
p3552,0.374,0.607,4
p4288,0.38,0.469,4
p2575,0.406,0.57,4
p2529,0.349,0.662,4
