name,x,y,cluster
p4228,0.389,0.598,4
p2539,0.393,0.636,4
p2684,0.387,0.445,4
p3498,0.397,0.461,4
p1499,0.623,0.571,5
p1327,0.6,0.637,5
p1333,0.579,0.594,5
p1394,0.581,0.586,5
p1617,0.576,0.693,5
p1493,0.599,0.514,5
p1535,0.615,0.581,5
p1275,0.593,0.662,5
p1400,0.6,0.589,5
p2242,0.609,0.685,5
p1527,0.611,0.559,5
p1420,0.603,0.553,5
p1555,0.59,0.625,5
p1305,0.592,0.647,5
p1461,0.568,0.535,5
p1429,0.6,0.53,5
p1428,0.616,0.554,5
p1512,0.591,0.55,5
p1474,0.603,0.526,5
p1340,0.595,0.58,5
p1186,0.558,0.697,5
p1457,0.612,0.57,5
p1292,0.611,0.665,5
p1343,0.612,0.605,5
p2200,0.625,0.585,5
p1607,0.602,0.678,5
p1256,0.58,0.681,5
p1629,0.584,0.698,5
p1293,0.593,0.657,5
p1547,0.62,0.565,5
p1520,0.628,0.554,5
p1567,0.609,0.649,5
p1513,0.615,0.577,5
p1295,0.59,0.662,5
p2208,0.605,0.608,5
p1466,0.59,0.555,5
p2167,0.645,0.533,5
p1249,0.59,0.704,5
p1552,0.61,0.583,5
p1575,0.6,0.62,5
p1255,0.611,0.677,5
p1288,0.613,0.655,5
p1424,0.606,0.532,5
p2234,0.618,0.656,5
p1307,0.603,0.659,5
p1600,0.601,0.677,5
p1531,0.634,0.59,5
p1564,0.619,0.625,5
p1259,0.6,0.667,5
p1294,0.603,0.683,5
p1603,0.606,0.692,5
p1516,0.602,0.566,5
p1645,0.589,0.71,5
p1319,0.616,0.633,5
p1350,0.615,0.57,5
p1612,0.583,0.672,5
p1395,0.589,0.586,5
p1287,0.6,0.66,5
p1397,0.596,0.566,5
p1341,0.592,0.596,5
p1506,0.607,0.554,5
p2221,0.599,0.648,5
p1228,0.581,0.703,5
p1482,0.606,0.528,5
p1556,0.635,0.629,5
p1334,0.584,0.641,5
p1352,0.583,0.583,5
p1479,0.601,0.564,5
p1586,0.579,0.648,5
p1446,0.611,0.574,5
p1533,0.597,0.59,5
p1245,0.598,0.702,5
p1659,0.576,0.719,5
p1538,0.608,0.591,5
p1574,0.608,0.632,5
p1468,0.602,0.539,5
p2265,0.584,0.689,5
p2237,0.597,0.715,5
p2197,0.599,0.574,5
p1412,0.595,0.565,5
p1583,0.612,0.626,5
p1549,0.618,0.589,5
p1308,0.602,0.655,5
p1184,0.581,0.731,5
p2218,0.612,0.627,5
p1388,0.598,0.592,5
p1362,0.591,0.594,5
p2273,0.606,0.74,5
p1278,0.613,0.664,5
p1274,0.607,0.662,5
p2189,0.601,0.58,5
p1594,0.608,0.681,5
p1641,0.588,0.719,5
p1270,0.603,0.691,5
p1504,0.599,0.549,5
p2256,0.636,0.704,5
p1258,0.602,0.688,5
p1558,0.621,0.635,5
p2271,0.596,0.735,5
p1236,0.604,0.729,5
p1353,0.597,0.592,5
p1515,0.613,0.607,5
p1329,0.587,0.617,5
p1370,0.586,0.598,5
p1332,0.597,0.618,5
p2226,0.6,0.678,5
p1232,0.581,0.695,5
p1311,0.61,0.638,5
p1536,0.616,0.575,5
p1254,0.595,0.705,5
p2275,0.595,0.737,5
p1476,0.615,0.547,5
p1592,0.611,0.659,5
p1398,0.603,0.554,5
p2217,0.639,0.625,5
p1409,0.588,0.559,5
p1225,0.616,0.703,5
p1285,0.587,0.673,5
p2244,0.58,0.688,5
p2223,0.606,0.631,5
p2267,0.597,0.724,5
p2230,0.612,0.653,5
p1318,0.582,0.595,5
p1296,0.607,0.682,5
p2181,0.64,0.586,5
p2233,0.594,0.645,5
p1511,0.615,0.58,5
p2170,0.623,0.574,5
p1229,0.596,0.689,5
p1238,0.588,0.694,5
p1244,0.592,0.679,5
p1460,0.587,0.572,5
p2186,0.638,0.596,5
p1257,0.59,0.663,5
p1269,0.597,0.676,5
p1261,0.602,0.71,5
p1425,0.584,0.565,5
p2282,0.609,0.735,5
p2268,0.591,0.724,5
p1548,0.631,0.597,5
p1638,0.575,0.721,5
p1315,0.61,0.622,5
p2165,0.647,0.578,5
p1233,0.588,0.694,5
p1146,0.579,0.727,5
p1262,0.565,0.691,5
p1283,0.602,0.643,5
p1491,0.606,0.539,5
p1208,0.577,0.73,5
p1422,0.582,0.577,5
p1297,0.601,0.652,5
p1551,0.608,0.609,5
p2194,0.645,0.614,5
p1376,0.624,0.571,5
p1580,0.599,0.625,5
p1467,0.616,0.52,5
p2168,0.648,0.529,5
p1470,0.605,0.521,5
p2262,0.591,0.714,5
p1390,0.58,0.584,5
p1148,0.582,0.731,5
p1357,0.568,0.597,5
p1441,0.597,0.515,5
p1347,0.605,0.59,5
p1438,0.599,0.547,5
p2261,0.604,0.723,5
p1454,0.584,0.542,5
p2198,0.633,0.59,5
p1310,0.608,0.654,5
p1368,0.61,0.586,5
p1623,0.602,0.71,5
p1570,0.628,0.638,5
p1636,0.612,0.708,5
p1622,0.601,0.682,5
p1518,0.611,0.584,5
p1374,0.582,0.556,5
p1237,0.607,0.699,5
p1298,0.605,0.645,5
p1342,0.596,0.619,5
p1591,0.59,0.635,5
p1426,0.598,0.578,5
p2241,0.581,0.672,5
p1563,0.617,0.612,5
p1576,0.62,0.655,5
p1367,0.575,0.609,5
p1587,0.592,0.66,5
p1502,0.61,0.559,5
p1451,0.594,0.54,5
p1188,0.564,0.713,5
p2239,0.608,0.683,5
p2247,0.571,0.695,5
p1382,0.59,0.567,5
p1272,0.612,0.683,5
p1328,0.604,0.619,5
p1509,0.602,0.56,5
p1456,0.606,0.578,5
p1471,0.597,0.526,5
p1545,0.619,0.594,5
p1582,0.605,0.665,5
p1519,0.624,0.562,5
p1494,0.598,0.553,5
p1205,0.602,0.74,5
p1435,0.572,0.57,5
p1413,0.6,0.556,5
p2266,0.612,0.705,5
p1279,0.592,0.673,5
p1423,0.607,0.564,5
p1610,0.576,0.661,5
p2255,0.583,0.713,5
p2211,0.613,0.637,5
p1219,0.612,0.694,5
p1313,0.605,0.591,5
p1436,0.594,0.579,5
p1522,0.621,0.577,5
p1267,0.588,0.681,5
p1226,0.591,0.714,5
p2191,0.635,0.592,5
p2225,0.576,0.644,5
p1477,0.623,0.566,5
p1524,0.592,0.542,5
p2252,0.592,0.682,5
p1606,0.601,0.672,5
p1375,0.595,0.603,5
p1585,0.61,0.634,5
p2188,0.621,0.609,5
p1469,0.609,0.543,5
p2260,0.601,0.692,5
p1389,0.586,0.55,5
p1331,0.617,0.629,5
p2212,0.622,0.625,5
p1455,0.591,0.56,5
p1650,0.546,0.688,5
p2251,0.607,0.677,5
p2179,0.626,0.568,5
p1579,0.629,0.647,5
p2214,0.598,0.626,5
p1497,0.615,0.557,5
p1421,0.598,0.539,5
p1348,0.578,0.622,5
p1369,0.598,0.561,5
p1385,0.621,0.554,5
p1252,0.609,0.66,5
p1280,0.593,0.663,5
p1253,0.6,0.715,5
p1619,0.584,0.676,5
p2296,0.622,0.747,5
p1246,0.591,0.667,5
p1444,0.607,0.54,5
p1282,0.586,0.669,5
p1207,0.575,0.706,5
p1571,0.595,0.627,5
p1485,0.585,0.557,5
p1366,0.578,0.577,5
p1464,0.597,0.574,5
p1459,0.633,0.549,5
p1526,0.622,0.612,5
p2219,0.626,0.643,5
p1302,0.604,0.622,5
p1588,0.578,0.655,5
p1440,0.574,0.541,5
p2187,0.639,0.584,5
p1281,0.619,0.691,5
p1239,0.596,0.702,5
p1483,0.599,0.56,5
p1500,0.61,0.564,5
p1523,0.615,0.561,5
p1433,0.598,0.577,5
p1602,0.606,0.674,5
p1546,0.595,0.608,5
p1250,0.597,0.683,5
p2205,0.59,0.644,5
p1437,0.605,0.563,5
p1403,0.574,0.565,5
p1553,0.602,0.554,5
p1210,0.592,0.719,5
p2250,0.555,0.678,5
p1349,0.589,0.613,5
p1521,0.634,0.589,5
p1543,0.632,0.577,5
p1363,0.597,0.598,5
p1230,0.597,0.692,5
p1450,0.598,0.53,5
p2258,0.608,0.716,5
p1277,0.576,0.68,5
p2190,0.638,0.574,5
p1495,0.6,0.544,5
p1361,0.591,0.59,5
p1488,0.601,0.515,5
p2206,0.587,0.605,5
p2277,0.596,0.729,5
p1442,0.6,0.529,5
p1251,0.607,0.678,5
p1324,0.587,0.606,5
p1613,0.6,0.673,5
p2281,0.613,0.712,5
p1453,0.573,0.541,5
p1234,0.588,0.722,5
p2177,0.618,0.569,5
p1286,0.605,0.638,5
p1335,0.601,0.605,5
p2224,0.611,0.629,5
p1615,0.587,0.67,5
p2220,0.587,0.644,5
p2236,0.572,0.674,5
p1529,0.62,0.549,5
p1566,0.642,0.609,5
p1322,0.629,0.605,5
p1648,0.586,0.73,5
p1439,0.595,0.597,5
p1489,0.593,0.532,5
p1427,0.597,0.56,5
p1541,0.64,0.609,5
p1289,0.61,0.662,5
p1628,0.584,0.68,5
p1665,0.599,0.741,5
p1452,0.587,0.535,5
p1542,0.616,0.579,5
p1314,0.596,0.614,5
p1604,0.593,0.666,5
p1326,0.57,0.614,5
p1416,0.61,0.559,5
p1486,0.592,0.549,5
p2164,0.643,0.547,5
p1218,0.603,0.723,5
p1410,0.591,0.561,5
p1266,0.586,0.671,5
p1380,0.59,0.587,5
p1611,0.593,0.668,5
p1386,0.613,0.567,5
p1534,0.616,0.609,5
p1430,0.578,0.549,5
p1383,0.585,0.605,5
p1584,0.623,0.649,5
p1565,0.623,0.611,5
p2216,0.602,0.624,5
p1260,0.609,0.699,5
p1608,0.599,0.676,5
p2172,0.64,0.593,5
p1419,0.614,0.541,5
p2243,0.596,0.691,5
p1264,0.588,0.684,5
p1201,0.565,0.725,5
p1317,0.597,0.664,5
p1445,0.62,0.538,5
p2173,0.633,0.527,5
p1393,0.6,0.576,5
p1217,0.598,0.724,5
p1463,0.604,0.52,5
p1503,0.61,0.568,5
p1417,0.598,0.552,5
p1401,0.61,0.585,5
p1618,0.577,0.679,5
p2263,0.594,0.695,5
p1300,0.601,0.641,5
p2192,0.637,0.54,5
p1243,0.589,0.69,5
p1599,0.618,0.668,5
p2204,0.626,0.559,5
p1301,0.638,0.633,5
p1540,0.615,0.564,5
p1475,0.608,0.565,5
p1458,0.622,0.54,5
p1589,0.62,0.632,5
p1449,0.598,0.526,5
p1544,0.602,0.602,5
p1202,0.582,0.717,5
p1337,0.6,0.605,5
p2185,0.651,0.585,5
p1214,0.597,0.718,5
p1189,0.569,0.722,5
p2249,0.594,0.682,5
p1211,0.579,0.699,5
p2300,0.613,0.741,5
p1577,0.568,0.678,5
p1377,0.591,0.59,5
p1356,0.585,0.57,5
p2269,0.603,0.734,5
p1505,0.576,0.507,5
p1290,0.626,0.671,5
p2215,0.601,0.636,5
p1303,0.606,0.626,5
p1569,0.632,0.61,5
p1263,0.612,0.684,5
p2270,0.609,0.708,5
p2199,0.614,0.587,5
p2178,0.643,0.568,5
p1299,0.619,0.636,5
p2227,0.608,0.674,5
p1616,0.611,0.675,5
p1405,0.581,0.588,5
p1407,0.604,0.555,5
p1215,0.588,0.733,5
p1642,0.574,0.691,5
p1320,0.592,0.633,5
p1371,0.587,0.596,5
p1557,0.625,0.615,5
p1306,0.593,0.628,5
p2245,0.609,0.703,5
p2248,0.609,0.697,5
p1462,0.59,0.549,5
p1624,0.603,0.704,5
p1573,0.633,0.613,5
p1532,0.614,0.587,5
p1528,0.614,0.563,5
p1630,0.6,0.703,5
p2176,0.629,0.598,5
p1568,0.622,0.621,5
p1271,0.584,0.679,5
p1224,0.61,0.735,5
p1562,0.612,0.634,5
p1358,0.583,0.581,5
p2259,0.588,0.701,5
p1581,0.619,0.63,5
p1378,0.604,0.604,5
p1472,0.603,0.525,5
p2202,0.635,0.593,5
p2169,0.637,0.548,5
p1399,0.584,0.561,5
p1498,0.601,0.561,5
p2246,0.595,0.706,5
p1268,0.613,0.681,5
p1633,0.578,0.728,5
p2196,0.63,0.592,5
p2201,0.623,0.611,5
p1235,0.577,0.712,5
p1640,0.591,0.733,5
p1248,0.593,0.699,5
p1351,0.576,0.599,5
p1387,0.594,0.606,5
p1593,0.611,0.669,5
p2257,0.593,0.709,5
p1227,0.574,0.701,5
p1572,0.625,0.612,5
p1590,0.607,0.657,5
p1402,0.601,0.583,5
p2180,0.639,0.583,5
p2287,0.607,0.736,5
p1241,0.592,0.696,5
p1247,0.606,0.715,5
p1195,0.574,0.709,5
p1345,0.592,0.595,5
p1465,0.601,0.572,5
p1487,0.598,0.552,5
p1231,0.577,0.716,5
p1216,0.598,0.718,5
p1365,0.586,0.598,5
p1554,0.595,0.618,5
p2182,0.628,0.582,5
p2274,0.591,0.722,5
p1490,0.627,0.574,5
p1339,0.594,0.625,5
p1598,0.581,0.686,5
p1344,0.619,0.576,5
p1492,0.615,0.573,5
p1560,0.6,0.6,5
p2171,0.634,0.553,5
p1240,0.607,0.723,5
p1605,0.599,0.646,5
p1309,0.593,0.618,5
p1481,0.591,0.56,5
p1431,0.617,0.557,5
p1418,0.603,0.556,5
p2213,0.597,0.616,5
p1321,0.57,0.624,5
p1550,0.616,0.632,5
p1501,0.589,0.537,5
p2235,0.613,0.686,5
p1265,0.594,0.668,5
p1373,0.617,0.597,5
p1559,0.614,0.64,5
p1627,0.591,0.676,5
p2175,0.633,0.557,5
p1414,0.589,0.583,5
p1651,0.569,0.72,5
p1595,0.607,0.633,5
p1480,0.589,0.501,5
p1404,0.599,0.575,5
p2264,0.588,0.728,5
p1609,0.607,0.676,5
p1203,0.586,0.712,5
p2279,0.596,0.737,5
p1578,0.589,0.617,5
p1408,0.593,0.558,5
p2174,0.622,0.563,5
p2231,0.61,0.621,5
p1364,0.577,0.574,5
p1517,0.607,0.587,5
p1596,0.601,0.674,5
p1473,0.608,0.518,5
p1384,0.575,0.555,5
p1213,0.597,0.714,5
p1392,0.613,0.554,5
p1634,0.579,0.717,5
p1411,0.596,0.589,5
p1432,0.632,0.543,5
p1242,0.587,0.659,5
p1284,0.607,0.647,5
p1597,0.6,0.676,5
p1561,0.604,0.625,5
p1330,0.602,0.622,5
p1359,0.578,0.597,5
p1643,0.578,0.729,5
p2210,0.637,0.612,5
p2203,0.616,0.642,5
p2184,0.614,0.578,5
p1381,0.617,0.551,5
p1496,0.606,0.555,5
p1447,0.618,0.576,5
p1443,0.607,0.562,5
p1325,0.595,0.587,5
p1354,0.593,0.615,5
p2272,0.612,0.69,5
p2229,0.594,0.674,5
p2193,0.637,0.597,5
p1406,0.594,0.58,5
p1415,0.613,0.558,5
p1530,0.616,0.554,5
p1372,0.621,0.559,5
p2166,0.627,0.56,5
p1346,0.615,0.618,5
p2195,0.626,0.582,5
p1434,0.606,0.549,5
p2207,0.602,0.617,5
p1199,0.591,0.732,5
p1396,0.577,0.557,5
p1625,0.601,0.669,5
p1379,0.623,0.574,5
p1601,0.603,0.68,5
p1312,0.609,0.63,5
p1537,0.61,0.597,5
p1196,0.594,0.686,5
p1484,0.591,0.52,5
p1508,0.633,0.585,5
p1525,0.622,0.602,5
p2232,0.575,0.639,5
p1336,0.592,0.617,5
p1220,0.584,0.713,5
p1391,0.577,0.572,5
p1338,0.597,0.623,5
p1291,0.62,0.623,5
p1448,0.606,0.572,5
p2209,0.614,0.614,5
p2222,0.606,0.656,5
p1360,0.589,0.589,5
p1478,0.62,0.566,5
p1323,0.606,0.638,5
p1614,0.604,0.715,5
p1316,0.626,0.645,5
p1621,0.596,0.684,5
p1355,0.62,0.598,5
p1276,0.626,0.673,5
p2183,0.625,0.556,5
p1620,0.617,0.681,5
p1510,0.619,0.548,5
p1539,0.609,0.554,5
p2238,0.595,0.654,5
p1626,0.59,0.714,5
p1273,0.592,0.655,5
p2240,0.585,0.674,5
p1644,0.583,0.713,5
p2254,0.608,0.727,5
p1507,0.604,0.58,5
p1304,0.61,0.615,5
p1639,0.575,0.726,5
p1631,0.59,0.709,5
p1514,0.603,0.538,5
p1222,0.585,0.716,5
p1162,0.577,0.714,5
p2228,0.61,0.685,5
p1828,0.391,0.874,6
p846,0.377,0.87,6
p667,0.285,0.842,6
p686,0.274,0.826,6
p1818,0.413,0.849,6
p2460,0.366,0.909,6
p862,0.408,0.874,6
p2516,0.308,0.853,6
p1901,0.308,0.822,6
p2040,0.235,0.759,6
p890,0.396,0.825,6
p475,0.225,0.763,6
p624,0.288,0.832,6
p816,0.35,0.857,6
p1926,0.298,0.804,6
p894,0.394,0.868,6
p696,0.297,0.858,6
p561,0.261,0.78,6
p2042,0.235,0.75,6
p1993,0.268,0.829,6
p536,0.252,0.794,6
p831,0.385,0.886,6
p919,0.415,0.882,6
p2450,0.391,0.86,6
p583,0.269,0.833,6
p855,0.379,0.856,6
p737,0.316,0.883,6
p804,0.367,0.864,6
p653,0.303,0.821,6
p826,0.378,0.85,6
p527,0.245,0.785,6
p594,0.261,0.813,6
p834,0.397,0.863,6
p498,0.242,0.758,6
p523,0.26,0.766,6
p591,0.27,0.821,6
p892,0.398,0.892,6
p2455,0.388,0.881,6
p2017,0.275,0.771,6
p786,0.333,0.839,6
p1863,0.36,0.871,6
p2436,0.374,0.918,6
p759,0.339,0.836,6
p606,0.292,0.797,6
p2476,0.348,0.874,6
p697,0.29,0.858,6
p1900,0.3,0.844,6
p2451,0.362,0.879,6
p888,0.411,0.824,6
p451,0.244,0.761,6
p605,0.266,0.802,6
p2479,0.337,0.878,6
p715,0.31,0.871,6
p1891,0.322,0.868,6
p477,0.261,0.77,6
p865,0.402,0.89,6
p1939,0.286,0.824,6
p713,0.315,0.858,6
p1856,0.369,0.85,6
p551,0.262,0.804,6
p693,0.307,0.87,6
p1914,0.304,0.88,6
p889,0.393,0.883,6
p1861,0.365,0.85,6
p797,0.343,0.872,6
p1907,0.312,0.819,6
p2443,0.37,0.861,6
p1931,0.297,0.844,6
p1937,0.275,0.874,6
p2024,0.257,0.801,6
p585,0.273,0.821,6
p1878,0.341,0.859,6
p1928,0.295,0.822,6
p542,0.252,0.805,6
p896,0.411,0.861,6
p723,0.329,0.848,6
p1968,0.288,0.805,6
p1990,0.294,0.809,6
p1994,0.253,0.825,6
p886,0.379,0.88,6
p2510,0.319,0.875,6
p2513,0.318,0.867,6
p714,0.3,0.841,6
p1932,0.303,0.806,6
p595,0.275,0.799,6
p487,0.243,0.755,6
p793,0.339,0.881,6
p833,0.362,0.886,6
p631,0.27,0.849,6
p721,0.305,0.836,6
p2464,0.353,0.878,6
p582,0.277,0.789,6
p712,0.309,0.866,6
p563,0.226,0.832,6
p874,0.392,0.903,6
p856,0.394,0.85,6
p635,0.298,0.817,6
p584,0.251,0.818,6
p2454,0.369,0.87,6
p772,0.335,0.891,6
p567,0.282,0.814,6
p657,0.31,0.835,6
p827,0.353,0.842,6
p794,0.35,0.891,6
p830,0.386,0.902,6
p2447,0.387,0.899,6
p526,0.257,0.795,6
p1965,0.274,0.795,6
p623,0.281,0.832,6
p1852,0.381,0.859,6
p2058,0.253,0.742,6
p1881,0.322,0.831,6
p745,0.323,0.864,6
p578,0.255,0.835,6
p1831,0.377,0.848,6
p1884,0.328,0.881,6
p454,0.232,0.761,6
p2007,0.247,0.779,6
p681,0.309,0.851,6
p860,0.392,0.887,6
p1940,0.281,0.78,6
p1895,0.339,0.841,6
p2035,0.249,0.794,6
p1972,0.281,0.786,6
p2036,0.245,0.748,6
p879,0.392,0.873,6
p861,0.414,0.88,6
p510,0.244,0.798,6
p1912,0.318,0.826,6
p746,0.348,0.87,6
p2434,0.391,0.879,6
p744,0.331,0.854,6
p481,0.225,0.757,6
p513,0.274,0.772,6
p547,0.242,0.812,6
p469,0.229,0.772,6
p1836,0.399,0.829,6
p704,0.267,0.861,6
p522,0.243,0.807,6
p911,0.401,0.872,6
p1949,0.296,0.803,6
p1858,0.348,0.826,6
p1874,0.318,0.858,6
p1879,0.35,0.848,6
p820,0.383,0.872,6
p599,0.27,0.804,6
p518,0.247,0.789,6
p569,0.253,0.786,6
p2494,0.324,0.87,6
p555,0.283,0.813,6
p538,0.275,0.781,6
p1840,0.407,0.851,6
p2003,0.265,0.766,6
p663,0.269,0.846,6
p825,0.359,0.899,6
p2507,0.31,0.829,6
p2004,0.261,0.784,6
p734,0.32,0.869,6
p756,0.34,0.859,6
p577,0.265,0.815,6
p798,0.374,0.843,6
p872,0.399,0.888,6
p562,0.263,0.797,6
p566,0.249,0.807,6
p2002,0.274,0.805,6
p2025,0.271,0.781,6
p1950,0.289,0.809,6
p2026,0.259,0.773,6
p2503,0.317,0.862,6
p769,0.347,0.857,6
p1981,0.263,0.822,6
p1986,0.267,0.8,6
p452,0.256,0.754,6
p2442,0.362,0.879,6
p1918,0.313,0.825,6
p1887,0.307,0.846,6
p480,0.241,0.753,6
p1876,0.332,0.828,6
p733,0.318,0.872,6
p431,0.242,0.757,6
p558,0.269,0.804,6
p2429,0.407,0.883,6
p649,0.295,0.817,6
p1799,0.415,0.863,6
p2010,0.241,0.789,6
p1943,0.315,0.809,6
p616,0.278,0.831,6
p2426,0.414,0.856,6
p641,0.277,0.833,6
p773,0.351,0.87,6
p1834,0.398,0.83,6
p564,0.291,0.812,6
p2046,0.233,0.767,6
p2424,0.399,0.907,6
p2033,0.242,0.758,6
p2449,0.37,0.885,6
p645,0.273,0.851,6
p532,0.259,0.818,6
p1894,0.302,0.859,6
p2499,0.33,0.854,6
p694,0.294,0.854,6
p754,0.338,0.86,6
p630,0.269,0.801,6
p835,0.381,0.872,6
p1867,0.346,0.864,6
p901,0.4,0.908,6
p1839,0.401,0.858,6
p609,0.276,0.838,6
p675,0.287,0.84,6
p2478,0.334,0.87,6
p1953,0.304,0.811,6
p1893,0.288,0.851,6
p2028,0.244,0.761,6
p2022,0.28,0.768,6
p534,0.257,0.81,6
p627,0.28,0.86,6
p1872,0.33,0.871,6
p813,0.356,0.852,6
p1835,0.388,0.87,6
p517,0.256,0.746,6
p851,0.382,0.902,6
p1854,0.34,0.845,6
p2497,0.319,0.887,6
p711,0.303,0.843,6
p1945,0.275,0.788,6
p1883,0.339,0.849,6
p565,0.262,0.788,6
p491,0.239,0.752,6
p690,0.299,0.863,6
p821,0.344,0.898,6
p458,0.24,0.745,6
p621,0.276,0.829,6
p858,0.375,0.884,6
p2414,0.412,0.843,6
p876,0.409,0.867,6
p666,0.275,0.826,6
p2445,0.385,0.871,6
p1869,0.353,0.859,6
p1885,0.323,0.873,6
p1960,0.291,0.82,6
p2020,0.256,0.787,6
p668,0.323,0.812,6
p1830,0.386,0.859,6
p907,0.414,0.872,6
p2482,0.319,0.86,6
p1843,0.38,0.825,6
p743,0.346,0.883,6
p2496,0.334,0.864,6
p1897,0.336,0.849,6
p611,0.277,0.821,6
p1934,0.304,0.805,6
p1823,0.406,0.889,6
p514,0.245,0.782,6
p857,0.407,0.862,6
p732,0.33,0.856,6
p607,0.26,0.8,6
p1930,0.326,0.833,6
p2502,0.31,0.833,6
p2486,0.328,0.854,6
p1927,0.31,0.83,6
p877,0.395,0.864,6
p1868,0.349,0.869,6
p2006,0.267,0.785,6
p1853,0.401,0.843,6
p615,0.28,0.82,6
p796,0.355,0.835,6
p839,0.389,0.86,6
p650,0.295,0.828,6
p539,0.251,0.787,6
p803,0.332,0.869,6
p670,0.301,0.823,6
p774,0.357,0.851,6
p1919,0.301,0.81,6
p450,0.214,0.777,6
p768,0.351,0.862,6
p1988,0.256,0.801,6
p571,0.272,0.81,6
p2049,0.259,0.743,6
p463,0.243,0.777,6
p1829,0.4,0.854,6
p2438,0.386,0.877,6
p1970,0.267,0.853,6
p916,0.413,0.872,6
p461,0.247,0.756,6
p1825,0.376,0.851,6
p1916,0.317,0.872,6
p557,0.262,0.797,6
p691,0.308,0.825,6
p2493,0.345,0.874,6
p1871,0.304,0.865,6
p512,0.263,0.757,6
p761,0.327,0.869,6
p1819,0.399,0.879,6
p866,0.382,0.86,6
p878,0.37,0.882,6
p637,0.277,0.837,6
p1903,0.317,0.839,6
p2508,0.319,0.893,6
p2448,0.37,0.88,6
p1976,0.268,0.831,6
p2456,0.386,0.877,6
p781,0.388,0.857,6
p626,0.284,0.812,6
p504,0.233,0.751,6
p506,0.25,0.776,6
p799,0.353,0.85,6
p1845,0.399,0.846,6
p2031,0.265,0.766,6
p784,0.334,0.846,6
p1936,0.277,0.811,6
p871,0.401,0.881,6
p482,0.251,0.784,6
p628,0.258,0.823,6
p2465,0.348,0.907,6
p750,0.328,0.902,6
p1855,0.356,0.864,6
p610,0.261,0.831,6
p763,0.346,0.871,6
p1816,0.406,0.864,6
p748,0.338,0.844,6
p900,0.406,0.903,6
p596,0.273,0.815,6
p840,0.368,0.88,6
p2459,0.382,0.879,6
p474,0.245,0.772,6
p760,0.36,0.836,6
p1997,0.26,0.808,6
p2444,0.361,0.85,6
p2060,0.236,0.748,6
p2030,0.242,0.764,6
p1951,0.295,0.809,6
p2519,0.295,0.889,6
p811,0.376,0.858,6
p893,0.41,0.888,6
p683,0.303,0.891,6
p852,0.391,0.869,6
p1877,0.338,0.835,6
p647,0.292,0.844,6
p2515,0.29,0.834,6
p735,0.327,0.895,6
p2492,0.309,0.882,6
p815,0.338,0.864,6
p436,0.23,0.769,6
p1956,0.263,0.829,6
p875,0.401,0.865,6
p548,0.244,0.82,6
p2469,0.347,0.885,6
p525,0.252,0.801,6
p687,0.296,0.812,6
p507,0.243,0.756,6
p1849,0.355,0.87,6
p1923,0.3,0.843,6
p629,0.29,0.86,6
p1954,0.29,0.835,6
p1838,0.381,0.857,6
p505,0.233,0.774,6
p859,0.394,0.88,6
p1938,0.292,0.823,6
p2411,0.409,0.915,6
p869,0.398,0.881,6
p742,0.308,0.874,6
p1958,0.277,0.844,6
p829,0.371,0.863,6
p568,0.243,0.825,6
p485,0.239,0.774,6
p1948,0.285,0.828,6
p674,0.294,0.86,6
p790,0.356,0.892,6
p575,0.253,0.795,6
p895,0.392,0.843,6
p2473,0.372,0.882,6
p576,0.265,0.793,6
p500,0.227,0.796,6
p559,0.256,0.79,6
p806,0.362,0.866,6
p1909,0.306,0.84,6
p535,0.242,0.804,6
p891,0.409,0.864,6
p1962,0.271,0.791,6
p700,0.325,0.877,6
p1941,0.287,0.804,6
p2021,0.258,0.779,6
p2023,0.268,0.806,6
p709,0.313,0.87,6
p648,0.272,0.822,6
p646,0.293,0.798,6
p920,0.411,0.854,6
p2458,0.347,0.876,6
p1859,0.379,0.857,6
p524,0.263,0.795,6
