name,x,y,cluster
p1999,0.28,0.813,6
p766,0.351,0.846,6
p849,0.385,0.872,6
p2015,0.285,0.829,6
p600,0.275,0.81,6
p1985,0.306,0.84,6
p468,0.237,0.795,6
p1961,0.267,0.801,6
p661,0.27,0.859,6
p499,0.248,0.792,6
p1925,0.304,0.826,6
p2488,0.313,0.87,6
p881,0.382,0.865,6
p2514,0.292,0.887,6
p845,0.393,0.875,6
p1837,0.387,0.846,6
p2435,0.398,0.893,6
p2505,0.315,0.836,6
p771,0.342,0.87,6
p764,0.382,0.837,6
p787,0.33,0.849,6
p789,0.343,0.881,6
p597,0.262,0.863,6
p638,0.255,0.857,6
p2470,0.336,0.888,6
p2412,0.404,0.868,6
p752,0.33,0.855,6
p531,0.265,0.792,6
p528,0.252,0.792,6
p617,0.264,0.824,6
p671,0.289,0.878,6
p1992,0.288,0.842,6
p2506,0.322,0.875,6
p2487,0.311,0.9,6
p2477,0.334,0.864,6
p625,0.267,0.806,6
p884,0.404,0.897,6
p698,0.296,0.869,6
p724,0.318,0.863,6
p722,0.301,0.876,6
p2439,0.39,0.902,6
p418,0.257,0.767,6
p1915,0.319,0.831,6
p602,0.261,0.816,6
p765,0.345,0.868,6
p673,0.298,0.818,6
p910,0.401,0.877,6
p656,0.298,0.816,6
p747,0.334,0.851,6
p437,0.244,0.749,6
p546,0.273,0.795,6
p501,0.247,0.777,6
p1966,0.284,0.786,6
p515,0.256,0.787,6
p1984,0.272,0.821,6
p549,0.269,0.796,6
p442,0.239,0.764,6
p788,0.357,0.88,6
p503,0.238,0.801,6
p1982,0.267,0.794,6
p484,0.248,0.779,6
p537,0.253,0.809,6
p1873,0.342,0.889,6
p848,0.395,0.864,6
p2041,0.236,0.762,6
p777,0.349,0.836,6
p1822,0.399,0.828,6
p2490,0.336,0.863,6
p479,0.237,0.751,6
p2009,0.26,0.779,6
p753,0.356,0.866,6
p1983,0.28,0.819,6
p550,0.266,0.81,6
p435,0.217,0.757,6
p792,0.357,0.893,6
p828,0.361,0.862,6
p511,0.246,0.756,6
p705,0.303,0.866,6
p1957,0.273,0.822,6
p516,0.235,0.778,6
p2039,0.254,0.762,6
p572,0.269,0.777,6
p702,0.316,0.868,6
p632,0.289,0.831,6
p2043,0.26,0.763,6
p1910,0.32,0.892,6
p1969,0.259,0.784,6
p462,0.23,0.787,6
p488,0.255,0.785,6
p2045,0.236,0.749,6
p1952,0.277,0.811,6
p2483,0.36,0.864,6
p1842,0.349,0.838,6
p708,0.31,0.851,6
p1864,0.348,0.857,6
p639,0.269,0.804,6
p730,0.308,0.872,6
p2048,0.244,0.758,6
p2000,0.258,0.807,6
p2018,0.267,0.794,6
p1902,0.29,0.838,6
p873,0.408,0.868,6
p560,0.278,0.825,6
p795,0.36,0.86,6
p655,0.303,0.834,6
p588,0.247,0.824,6
p2474,0.33,0.899,6
p1820,0.398,0.861,6
p1977,0.256,0.79,6
p2484,0.339,0.891,6
p837,0.38,0.852,6
p478,0.237,0.763,6
p574,0.272,0.801,6
p1998,0.236,0.802,6
p619,0.252,0.828,6
p749,0.331,0.885,6
p883,0.395,0.894,6
p586,0.263,0.832,6
p1866,0.34,0.833,6
p1922,0.293,0.822,6
p644,0.263,0.844,6
p779,0.36,0.889,6
p1888,0.313,0.824,6
p604,0.275,0.811,6
p854,0.375,0.834,6
p556,0.263,0.835,6
p545,0.256,0.793,6
p810,0.341,0.857,6
p2480,0.358,0.834,6
p689,0.314,0.881,6
p570,0.269,0.8,6
p659,0.282,0.848,6
p841,0.352,0.886,6
p703,0.317,0.842,6
p1882,0.325,0.851,6
p867,0.378,0.876,6
p882,0.408,0.855,6
p544,0.245,0.822,6
p782,0.371,0.884,6
p439,0.232,0.754,6
p651,0.3,0.835,6
p1898,0.342,0.879,6
p1921,0.31,0.863,6
p2453,0.361,0.877,6
p2501,0.303,0.865,6
p2416,0.41,0.883,6
p1865,0.377,0.829,6
p2471,0.363,0.875,6
p1991,0.282,0.801,6
p660,0.31,0.841,6
p1886,0.332,0.874,6
p587,0.258,0.812,6
p716,0.317,0.852,6
p887,0.389,0.855,6
p2520,0.295,0.841,6
p2422,0.4,0.87,6
p903,0.406,0.864,6
p1824,0.407,0.856,6
p1841,0.395,0.854,6
p688,0.306,0.841,6
p2432,0.412,0.879,6
p2019,0.26,0.792,6
p695,0.31,0.848,6
p2029,0.245,0.784,6
p658,0.286,0.835,6
p2014,0.251,0.805,6
p2472,0.34,0.897,6
p1947,0.278,0.804,6
p464,0.234,0.783,6
p614,0.269,0.827,6
p710,0.305,0.868,6
p2500,0.299,0.841,6
p590,0.274,0.843,6
p497,0.245,0.803,6
p1911,0.317,0.822,6
p2485,0.329,0.88,6
p801,0.331,0.894,6
p899,0.408,0.893,6
p427,0.228,0.77,6
p622,0.287,0.858,6
p1924,0.3,0.836,6
p1846,0.394,0.864,6
p2509,0.32,0.863,6
p2517,0.295,0.855,6
p1978,0.308,0.819,6
p814,0.35,0.886,6
p1979,0.255,0.792,6
p692,0.314,0.805,6
p553,0.282,0.806,6
p633,0.279,0.846,6
p2012,0.257,0.761,6
p2430,0.391,0.87,6
p1942,0.306,0.792,6
p1850,0.355,0.828,6
p643,0.258,0.825,6
p762,0.339,0.855,6
p783,0.336,0.859,6
p780,0.357,0.885,6
p678,0.298,0.857,6
p2008,0.27,0.819,6
p685,0.295,0.866,6
p824,0.364,0.886,6
p1974,0.282,0.842,6
p2446,0.375,0.859,6
p2461,0.349,0.892,6
p822,0.367,0.888,6
p1848,0.367,0.826,6
p2504,0.304,0.867,6
p791,0.339,0.877,6
p2463,0.349,0.88,6
p1980,0.276,0.82,6
p642,0.269,0.814,6
p449,0.243,0.765,6
p554,0.272,0.793,6
p728,0.307,0.872,6
p2418,0.412,0.914,6
p613,0.243,0.84,6
p1996,0.255,0.801,6
p885,0.391,0.877,6
p738,0.323,0.854,6
p741,0.304,0.867,6
p680,0.271,0.801,6
p720,0.308,0.855,6
p2512,0.315,0.845,6
p521,0.242,0.775,6
p672,0.278,0.801,6
p1946,0.275,0.786,6
p2001,0.273,0.788,6
p2415,0.416,0.865,6
p467,0.239,0.768,6
p725,0.306,0.886,6
p2423,0.387,0.893,6
p731,0.307,0.838,6
p2491,0.308,0.863,6
p1944,0.302,0.823,6
p466,0.226,0.766,6
p1995,0.263,0.809,6
p598,0.27,0.817,6
p1862,0.381,0.857,6
p776,0.35,0.876,6
p533,0.268,0.787,6
p699,0.288,0.86,6
p490,0.251,0.757,6
p1821,0.403,0.889,6
p757,0.345,0.847,6
p1964,0.268,0.814,6
p1870,0.34,0.874,6
p718,0.306,0.851,6
p1851,0.354,0.859,6
p520,0.262,0.789,6
p897,0.406,0.877,6
p863,0.376,0.854,6
p1929,0.28,0.829,6
p1880,0.346,0.816,6
p2437,0.38,0.921,6
p664,0.306,0.849,6
p819,0.365,0.847,6
p836,0.401,0.878,6
p2457,0.36,0.891,6
p1896,0.309,0.88,6
p2027,0.248,0.796,6
p1963,0.294,0.783,6
p2428,0.397,0.87,6
p612,0.284,0.835,6
p496,0.244,0.756,6
p676,0.31,0.869,6
p1892,0.336,0.839,6
p758,0.357,0.855,6
p489,0.22,0.78,6
p843,0.381,0.878,6
p868,0.403,0.864,6
p853,0.39,0.884,6
p785,0.362,0.878,6
p717,0.299,0.884,6
p2467,0.329,0.869,6
p1967,0.275,0.838,6
p2475,0.352,0.904,6
p684,0.287,0.846,6
p2433,0.368,0.904,6
p540,0.255,0.792,6
p701,0.289,0.867,6
p541,0.27,0.818,6
p494,0.232,0.794,6
p838,0.381,0.892,6
p706,0.309,0.84,6
p739,0.326,0.893,6
p2005,0.266,0.82,6
p519,0.252,0.789,6
p2518,0.306,0.878,6
p636,0.299,0.818,6
p640,0.294,0.819,6
p847,0.37,0.861,6
p2431,0.398,0.87,6
p459,0.259,0.783,6
p2011,0.268,0.786,6
p1975,0.274,0.817,6
p1833,0.398,0.862,6
p800,0.368,0.887,6
p770,0.353,0.866,6
p2462,0.359,0.916,6
p2425,0.395,0.9,6
p850,0.372,0.869,6
p492,0.266,0.776,6
p2468,0.335,0.912,6
p593,0.276,0.825,6
p618,0.293,0.841,6
p832,0.366,0.901,6
p652,0.304,0.861,6
p1955,0.278,0.822,6
p1973,0.272,0.815,6
p775,0.335,0.848,6
p679,0.288,0.838,6
p1920,0.294,0.842,6
p864,0.404,0.866,6
p455,0.241,0.77,6
p726,0.328,0.845,6
p654,0.274,0.834,6
p719,0.316,0.874,6
p1844,0.384,0.855,6
p1847,0.375,0.832,6
p1971,0.291,0.806,6
p543,0.261,0.81,6
p805,0.355,0.864,6
p778,0.36,0.866,6
p2495,0.314,0.847,6
p844,0.359,0.873,6
p727,0.292,0.83,6
p2481,0.328,0.873,6
p812,0.329,0.88,6
p2452,0.387,0.915,6
p473,0.251,0.776,6
p682,0.306,0.841,6
p1899,0.321,0.831,6
p740,0.32,0.88,6
p817,0.366,0.886,6
p823,0.37,0.885,6
p2489,0.335,0.831,6
p530,0.243,0.796,6
p1890,0.318,0.898,6
p509,0.256,0.824,6
p751,0.337,0.862,6
p1906,0.298,0.802,6
p601,0.266,0.816,6
p1987,0.267,0.82,6
p2441,0.374,0.862,6
p1959,0.254,0.825,6
p2498,0.339,0.882,6
p445,0.232,0.786,6
p580,0.262,0.81,6
p1989,0.273,0.788,6
p809,0.354,0.841,6
p870,0.385,0.877,6
p589,0.278,0.799,6
p1800,0.415,0.854,6
p802,0.366,0.855,6
p486,0.256,0.745,6
p603,0.29,0.812,6
p1875,0.345,0.926,6
p1917,0.3,0.864,6
p2037,0.231,0.771,6
p573,0.275,0.804,6
p1905,0.318,0.848,6
p460,0.248,0.748,6
p662,0.283,0.825,6
p508,0.258,0.797,6
p620,0.277,0.829,6
p2065,0.24,0.749,6
p502,0.232,0.77,6
p552,0.272,0.78,6
p634,0.283,0.824,6
p444,0.248,0.747,6
p842,0.38,0.886,6
p767,0.33,0.847,6
p880,0.396,0.882,6
p2016,0.239,0.798,6
p818,0.374,0.877,6
p493,0.219,0.786,6
p608,0.263,0.84,6
p707,0.306,0.877,6
p755,0.353,0.875,6
p2055,0.237,0.764,6
p592,0.258,0.82,6
p2466,0.35,0.884,6
p807,0.377,0.879,6
p2440,0.391,0.905,6
p1904,0.32,0.839,6
p1889,0.324,0.858,6
p808,0.363,0.86,6
p581,0.257,0.834,6
p677,0.284,0.854,6
p736,0.322,0.905,6
p472,0.245,0.76,6
p1860,0.346,0.855,6
p1857,0.373,0.853,6
p1935,0.287,0.836,6
p529,0.258,0.799,6
p579,0.249,0.824,6
p446,0.214,0.784,6
p669,0.291,0.859,6
p2511,0.31,0.836,6
p1908,0.329,0.829,6
p1933,0.294,0.809,6
p665,0.298,0.823,6
p729,0.312,0.842,6
p1913,0.317,0.868,6
p4451,0.419,0.345,7
p2762,0.469,0.296,7
p4057,0.467,0.221,7
p2740,0.448,0.356,7
p4114,0.528,0.27,7
p2736,0.461,0.384,7
p3456,0.447,0.347,7
p3651,0.465,0.342,7
p2797,0.554,0.258,7
p3463,0.432,0.358,7
p4614,0.61,0.18,7
p4454,0.406,0.379,7
p4323,0.442,0.318,7
p4120,0.558,0.238,7
p4342,0.535,0.266,7
p4322,0.427,0.268,7
p2715,0.439,0.375,7
p4317,0.447,0.313,7
p2754,0.476,0.346,7
p4054,0.523,0.213,7
p4595,0.547,0.186,7
p4350,0.572,0.248,7
p2809,0.588,0.281,7
p4091,0.408,0.313,7
p4437,0.471,0.268,7
p2769,0.481,0.318,7
p3438,0.476,0.35,7
p4338,0.518,0.292,7
p3422,0.507,0.287,7
p3460,0.471,0.347,7
p3653,0.457,0.351,7
p4562,0.438,0.204,7
p4560,0.411,0.189,7
p4596,0.541,0.194,7
p2799,0.586,0.263,7
p2753,0.454,0.329,7
p3413,0.493,0.266,7
p3418,0.503,0.255,7
p4576,0.472,0.242,7
p4805,0.5,0.271,7
p3387,0.608,0.225,7
p3472,0.434,0.4,7
p4334,0.51,0.253,7
p2817,0.58,0.261,7
p3676,0.582,0.236,7
p4052,0.542,0.212,7
p2795,0.579,0.263,7
p2748,0.465,0.333,7
p4065,0.456,0.275,7
p2729,0.449,0.338,7
p2726,0.448,0.355,7
p4457,0.398,0.385,7
p2771,0.48,0.315,7
p3673,0.615,0.263,7
p4448,0.416,0.34,7
p4607,0.582,0.216,7
p4321,0.416,0.342,7
p3470,0.432,0.383,7
p4066,0.475,0.28,7
p3439,0.462,0.309,7
p4133,0.552,0.215,7
p4434,0.504,0.281,7
p4428,0.535,0.242,7
p4556,0.407,0.264,7
p2793,0.564,0.268,7
p4447,0.441,0.308,7
p2822,0.607,0.231,7
p3648,0.444,0.325,7
p3678,0.603,0.276,7
p3440,0.489,0.29,7
p4056,0.466,0.229,7
p4069,0.432,0.256,7
p4087,0.449,0.318,7
p4579,0.474,0.179,7
p3685,0.603,0.26,7
p3674,0.622,0.274,7
p3426,0.5,0.248,7
p3437,0.496,0.309,7
p4557,0.415,0.255,7
p4572,0.447,0.223,7
p3389,0.612,0.243,7
p4088,0.433,0.308,7
p4574,0.477,0.207,7
p3471,0.453,0.376,7
p4132,0.561,0.221,7
p3415,0.504,0.273,7
p4149,0.503,0.268,7
p3428,0.472,0.252,7
p3465,0.441,0.369,7
p4077,0.43,0.281,7
p4455,0.415,0.395,7
p4460,0.405,0.388,7
p4565,0.454,0.242,7
p3640,0.452,0.373,7
p2716,0.447,0.387,7
p3425,0.516,0.306,7
p4157,0.443,0.35,7
p4443,0.403,0.319,7
p4086,0.437,0.296,7
p2757,0.477,0.332,7
p2788,0.528,0.276,7
p4089,0.428,0.303,7
p4599,0.554,0.205,7
p4353,0.589,0.253,7
p3447,0.487,0.296,7
p4115,0.539,0.234,7
p4110,0.47,0.255,7
p3671,0.597,0.269,7
p3446,0.455,0.302,7
p4608,0.595,0.188,7
p4615,0.625,0.177,7
p2767,0.492,0.332,7
p2814,0.572,0.258,7
p2830,0.628,0.248,7
p4099,0.43,0.294,7
p3644,0.454,0.381,7
p3394,0.611,0.229,7
p4084,0.44,0.27,7
p3391,0.628,0.191,7
p2766,0.482,0.325,7
p4048,0.59,0.228,7
p3402,0.56,0.244,7
p2800,0.574,0.283,7
p4299,0.435,0.4,7
p3461,0.454,0.338,7
p4154,0.451,0.349,7
p2827,0.615,0.24,7
p3663,0.464,0.348,7
p3452,0.477,0.326,7
p4806,0.516,0.264,7
p4552,0.382,0.279,7
p4302,0.423,0.347,7
p3632,0.406,0.37,7
p2717,0.449,0.38,7
p4117,0.516,0.271,7
p4581,0.512,0.198,7
p4062,0.463,0.263,7
p4327,0.469,0.298,7
p4613,0.606,0.208,7
p4809,0.513,0.233,7
p3672,0.581,0.267,7
p4147,0.527,0.267,7
p4319,0.419,0.318,7
p2772,0.446,0.275,7
p4050,0.524,0.251,7
p2768,0.487,0.307,7
p4081,0.432,0.296,7
p4093,0.417,0.309,7
p3666,0.567,0.273,7
p3661,0.469,0.357,7
p4101,0.432,0.265,7
p2812,0.598,0.26,7
p4158,0.425,0.329,7
p3642,0.42,0.398,7
p2789,0.548,0.26,7
p4554,0.419,0.263,7
p3656,0.485,0.371,7
p4156,0.421,0.349,7
p4111,0.452,0.282,7
p4301,0.373,0.347,7
p3403,0.563,0.219,7
p3414,0.526,0.282,7
p4116,0.531,0.24,7
p3466,0.478,0.412,7
p4598,0.533,0.231,7
p3637,0.424,0.379,7
p4294,0.408,0.39,7
p2796,0.565,0.275,7
p2823,0.593,0.238,7
p3407,0.524,0.248,7
p4140,0.533,0.21,7
p4085,0.43,0.337,7
p4159,0.435,0.345,7
p2804,0.571,0.257,7
p2824,0.589,0.26,7
p2806,0.595,0.287,7
p4567,0.474,0.199,7
p3687,0.611,0.266,7
p4074,0.461,0.245,7
p4121,0.541,0.214,7
p4316,0.404,0.326,7
p4547,0.362,0.316,7
p4578,0.482,0.186,7
p3454,0.432,0.337,7
p2710,0.44,0.407,7
p4445,0.436,0.332,7
p4067,0.483,0.225,7
p2820,0.615,0.236,7
p4564,0.435,0.247,7
p4079,0.426,0.318,7
p4104,0.415,0.301,7
p3668,0.577,0.271,7
p4452,0.399,0.35,7
p2741,0.465,0.326,7
p4051,0.521,0.265,7
p4441,0.42,0.308,7
p2690,0.421,0.392,7
p2734,0.454,0.372,7
p2815,0.594,0.269,7
p4549,0.408,0.297,7
p2810,0.587,0.25,7
p4064,0.452,0.249,7
p2713,0.433,0.382,7
p3662,0.492,0.337,7
p4151,0.527,0.276,7
p2775,0.495,0.308,7
p4142,0.555,0.239,7
p4305,0.407,0.334,7
p4346,0.562,0.227,7
p3645,0.459,0.381,7
p3435,0.464,0.323,7
p4335,0.472,0.306,7
p3665,0.544,0.319,7
p4601,0.537,0.182,7
p4566,0.452,0.225,7
p4551,0.375,0.301,7
p3657,0.48,0.332,7
p4082,0.427,0.311,7
p2732,0.446,0.358,7
p2794,0.544,0.259,7
p2759,0.483,0.306,7
p4058,0.467,0.261,7
p4453,0.407,0.348,7
p4119,0.549,0.24,7
p3468,0.458,0.38,7
p4808,0.526,0.237,7
p4150,0.522,0.268,7
p2737,0.449,0.366,7
p4438,0.492,0.275,7
p2821,0.621,0.259,7
p2808,0.567,0.278,7
p2785,0.488,0.292,7
p4573,0.443,0.192,7
p3686,0.626,0.265,7
p4306,0.403,0.354,7
p4583,0.494,0.169,7
p2746,0.458,0.328,7
p4103,0.442,0.337,7
p2780,0.514,0.281,7
p3680,0.611,0.266,7
p4042,0.611,0.215,7
p4095,0.425,0.269,7
p2787,0.526,0.285,7
p4575,0.482,0.211,7
p2792,0.538,0.287,7
p3404,0.566,0.249,7
p3683,0.62,0.272,7
p4429,0.555,0.22,7
p2727,0.451,0.379,7
p3638,0.441,0.344,7
p4310,0.439,0.352,7
p2776,0.488,0.31,7
p2784,0.506,0.276,7
p2802,0.542,0.274,7
p3416,0.496,0.247,7
p4314,0.426,0.341,7
p3400,0.559,0.247,7
p3443,0.475,0.322,7
p2718,0.437,0.349,7
p4359,0.622,0.269,7
p3679,0.612,0.257,7
p4141,0.544,0.224,7
p4304,0.427,0.361,7
p3445,0.448,0.284,7
p3688,0.619,0.219,7
p4144,0.554,0.256,7
p4436,0.473,0.274,7
p4109,0.477,0.253,7
p4611,0.594,0.173,7
p4568,0.459,0.179,7
p4425,0.622,0.222,7
p4450,0.395,0.358,7
p4122,0.55,0.232,7
p4444,0.431,0.296,7
p4807,0.507,0.269,7
p4100,0.424,0.296,7
p4591,0.529,0.201,7
p2786,0.501,0.304,7
p3424,0.511,0.282,7
p4127,0.543,0.223,7
p3429,0.491,0.274,7
p4571,0.455,0.207,7
p4061,0.483,0.231,7
p3385,0.591,0.218,7
p2724,0.452,0.344,7
p3659,0.476,0.32,7
p2764,0.483,0.317,7
p3655,0.474,0.295,7
p4046,0.615,0.25,7
p4355,0.573,0.23,7
p4333,0.486,0.314,7
p2783,0.501,0.314,7
p4068,0.461,0.275,7
p4152,0.515,0.241,7
p2721,0.418,0.384,7
p4325,0.434,0.326,7
p2751,0.479,0.31,7
p4049,0.529,0.23,7
p2719,0.45,0.362,7
p4038,0.628,0.237,7
p4080,0.426,0.313,7
p2723,0.44,0.399,7
p2750,0.448,0.317,7
p4570,0.445,0.219,7
p3386,0.608,0.199,7
p3444,0.464,0.326,7
p4550,0.399,0.294,7
p4102,0.442,0.285,7
p3423,0.485,0.245,7
p3455,0.459,0.351,7
p4303,0.404,0.348,7
p3647,0.447,0.369,7
p4326,0.464,0.281,7
p2739,0.47,0.33,7
p2765,0.461,0.342,7
p4143,0.575,0.227,7
p4440,0.489,0.269,7
p2744,0.464,0.316,7
p4329,0.507,0.294,7
p4606,0.598,0.197,7
p4309,0.434,0.355,7
p4558,0.418,0.217,7
p3636,0.425,0.384,7
p3654,0.481,0.344,7
p4563,0.429,0.232,7
p4126,0.562,0.208,7
p3448,0.464,0.341,7
p4593,0.512,0.191,7
p4073,0.417,0.304,7
p4430,0.559,0.243,7
p4811,0.515,0.26,7
p2774,0.497,0.311,7
p4320,0.425,0.319,7
p2807,0.582,0.283,7
p2733,0.431,0.358,7
p4589,0.512,0.163,7
p4160,0.444,0.37,7
p2728,0.451,0.361,7
p2760,0.464,0.328,7
p2749,0.463,0.335,7
p4546,0.403,0.322,7
p4427,0.54,0.214,7
p2791,0.536,0.274,7
p3409,0.55,0.266,7
p2770,0.464,0.307,7
p4136,0.563,0.22,7
p2752,0.48,0.308,7
p2805,0.564,0.279,7
p2816,0.582,0.27,7
p4600,0.547,0.163,7
p3453,0.466,0.356,7
p3682,0.601,0.265,7
p2747,0.438,0.342,7
p4603,0.559,0.181,7
p4604,0.558,0.19,7
p4094,0.411,0.306,7
p4439,0.488,0.263,7
p2782,0.508,0.313,7
p4553,0.392,0.231,7
p4422,0.623,0.233,7
p4345,0.555,0.239,7
p2825,0.583,0.238,7
p3406,0.522,0.268,7
p3421,0.498,0.287,7
p3427,0.491,0.273,7
p4076,0.441,0.27,7
p4112,0.533,0.25,7
p4356,0.569,0.281,7
p2707,0.418,0.38,7
p4339,0.523,0.232,7
p4134,0.576,0.246,7
p3399,0.553,0.237,7
p3432,0.509,0.292,7
p3633,0.42,0.386,7
p4610,0.616,0.209,7
p3408,0.54,0.276,7
p3649,0.462,0.368,7
p3464,0.431,0.363,7
p3411,0.523,0.23,7
p4092,0.438,0.328,7
p3474,0.432,0.398,7
p4047,0.616,0.202,7
p2813,0.591,0.27,7
p2819,0.577,0.273,7
p3419,0.509,0.256,7
p4609,0.613,0.17,7
p4045,0.597,0.23,7
p4108,0.47,0.283,7
p4105,0.482,0.257,7
p4311,0.394,0.338,7
p4324,0.449,0.3,7
p4071,0.428,0.264,7
p2712,0.424,0.388,7
p3631,0.397,0.381,7
p3646,0.474,0.358,7
p4602,0.587,0.234,7
p4125,0.552,0.215,7
p4605,0.572,0.182,7
p4164,0.374,0.38,7
p4341,0.493,0.26,7
p4592,0.513,0.187,7
p4070,0.455,0.283,7
p4348,0.554,0.27,7
p2779,0.504,0.308,7
p3459,0.418,0.381,7
p4332,0.48,0.302,7
p4433,0.543,0.251,7
p4810,0.506,0.221,7
p4043,0.589,0.21,7
p2745,0.454,0.333,7
p3630,0.408,0.384,7
p4559,0.403,0.225,7
p4146,0.537,0.204,7
p4096,0.424,0.314,7
p4155,0.434,0.369,7
p2725,0.435,0.349,7
p4059,0.487,0.229,7
p3441,0.484,0.34,7
p2711,0.438,0.386,7
p2742,0.452,0.354,7
p3395,0.6,0.232,7
p4135,0.561,0.224,7
p4106,0.492,0.265,7
p4118,0.536,0.26,7
p3652,0.459,0.341,7
p4337,0.513,0.216,7
p3393,0.625,0.239,7
p3675,0.603,0.287,7
p4352,0.602,0.252,7
p2803,0.559,0.27,7
p3664,0.474,0.338,7
p3431,0.467,0.286,7
p4055,0.526,0.201,7
p3380,0.628,0.219,7
p4313,0.401,0.333,7
p4318,0.426,0.313,7
p4586,0.48,0.188,7
p2699,0.399,0.372,7
p3691,0.623,0.27,7
p2761,0.462,0.333,7
p3410,0.529,0.241,7
p3457,0.448,0.376,7
p3458,0.445,0.374,7
p2755,0.463,0.344,7
p4044,0.606,0.197,7
p3669,0.589,0.272,7
p3398,0.591,0.203,7
p2735,0.442,0.37,7
p3396,0.611,0.223,7
p4083,0.44,0.303,7
p4139,0.56,0.227,7
p4053,0.529,0.258,7
p2790,0.52,0.283,7
p2743,0.452,0.346,7
p3690,0.619,0.252,7
p4090,0.429,0.313,7
p4078,0.422,0.325,7
p3639,0.443,0.375,7
p4107,0.492,0.287,7
p2818,0.58,0.275,7
p2738,0.443,0.347,7
p3467,0.436,0.357,7
p4063,0.449,0.264,7
p4130,0.551,0.262,7
p3420,0.498,0.283,7
p4128,0.58,0.24,7
p4153,0.539,0.256,7
p3430,0.491,0.268,7
p4344,0.534,0.247,7
p3436,0.482,0.299,7
p4580,0.466,0.218,7
p4312,0.428,0.327,7
p4072,0.446,0.297,7
p2731,0.452,0.368,7
p4426,0.617,0.213,7
p3634,0.408,0.374,7
p3417,0.504,0.262,7
p4060,0.493,0.227,7
p4432,0.552,0.184,7
p4594,0.501,0.191,7
p3650,0.458,0.332,7
p4446,0.455,0.281,7
p4588,0.509,0.206,7
p2763,0.48,0.319,7
p2756,0.454,0.32,7
p3405,0.547,0.231,7
p4340,0.551,0.274,7
p2778,0.509,0.274,7
p3434,0.482,0.294,7
p4131,0.541,0.24,7
p2706,0.427,0.389,7
p4584,0.509,0.173,7
p4331,0.475,0.304,7
p4129,0.561,0.221,7
p4582,0.498,0.189,7
p3412,0.522,0.249,7
p3397,0.59,0.264,7
p3433,0.493,0.292,7
p4354,0.572,0.254,7
p4097,0.448,0.256,7
p2801,0.582,0.274,7
p4347,0.568,0.259,7
p4431,0.566,0.23,7
p4308,0.399,0.33,7
p4343,0.539,0.266,7
p4587,0.507,0.171,7
p4577,0.473,0.204,7
p4449,0.412,0.368,7
p4307,0.399,0.378,7
p4315,0.413,0.303,7
p4569,0.451,0.199,7
p4590,0.551,0.185,7
p3451,0.464,0.349,7
p4612,0.607,0.208,7
p2777,0.498,0.299,7
p4349,0.563,0.278,7
p4442,0.403,0.3,7
p3641,0.442,0.371,7
p2781,0.502,0.356,7
p3469,0.433,0.373,7
p4137,0.577,0.216,7
p4124,0.575,0.233,7
p4548,0.381,0.298,7
p3450,0.459,0.352,7
p4330,0.459,0.288,7
p2730,0.434,0.376,7
p2798,0.553,0.279,7
p2722,0.432,0.372,7
p4351,0.572,0.266,7
p4138,0.57,0.213,7
p3442,0.449,0.32,7
p4555,0.415,0.262,7
p4113,0.532,0.242,7
p3660,0.472,0.315,7
p2720,0.442,0.373,7
p4561,0.436,0.238,7
p2811,0.592,0.285,7
p2773,0.495,0.306,7
p3658,0.494,0.333,7
p4328,0.456,0.296,7
p3392,0.591,0.226,7
p2758,0.451,0.319,7
p4336,0.519,0.264,7
p4075,0.43,0.266,7
p4145,0.57,0.205,7
p2714,0.446,0.385,7
p3390,0.623,0.207,7
p4098,0.426,0.29,7
p3401,0.532,0.22,7
p4585,0.477,0.194,7
p2704,0.441,0.39,7
p3449,0.453,0.342,7
p4148,0.533,0.225,7
p3462,0.421,0.347,7
p3667,0.579,0.283,7
p4123,0.545,0.221,7
p4597,0.531,0.198,7
p3643,0.421,0.366,7
p4435,0.484,0.266,7
